"Acres","FamilyIncome","FamilyType","NumBedrooms","NumChildren","NumPeople","NumRooms","NumUnits","NumVehicles","NumWorkers","OwnRent","YearBuilt","HouseCosts","ElectricBill","FoodStamp","HeatingFuel","Insurance","Language","Income"
"Sub 1",123400,"Married",4,1,6,7,"Single detached",5,3,"Mortgage","1950-1959",2700,170,"No","Gas",1600,"Other European","Below"
"Sub 1",240000,"Married",3,0,5,6,"Single detached",6,3,"Mortgage","1950-1959",2700,240,"No","Oil",1400,"English","Above"
"Sub 1",74000,"Married",0,1,3,1,"Single detached",2,2,"Mortgage","1950-1959",830,200,"No","Gas",650,"English","Below"
"Sub 1",148200,"Married",4,0,3,7,"Single detached",4,3,"Mortgage","1950-1959",110,100,"No","Gas",330,"English","Below"
"Sub 1",250000,"Male Head",3,0,2,9,"Single detached",3,1,"Mortgage","Before 1939",2800,270,"No","Gas",1100,"Spanish","Above"
"Sub 1",254000,"Married",4,1,5,8,"Single detached",5,2,"Mortgage","1950-1959",1600,200,"No","Gas",1400,"English","Above"
"Sub 1",247020,"Married",4,0,3,8,"Single attached",3,2,"Mortgage","1980-1989",1200,330,"No","Gas",700,"English","Above"
"Sub 1",44200,"Female Head",5,2,4,8,"Single detached",1,1,"Rented","1950-1959",1900,150,"Yes","Gas",0,"English","Below"
"1-10",95840,"Married",3,1,3,8,"Single detached",2,2,"Mortgage","2009",530,80,"No","Gas",400,"English","Below"
"Sub 1",7900,"Married",3,0,2,6,"Single detached",2,0,"Mortgage","1950-1959",900,120,"No","Gas",0,"English","Below"
"Sub 1",6700,"Female Head",3,4,5,4,"Single detached",0,0,"Rented","1960-1969",2100,1,"Yes","Oil",0,"English","Below"
"Sub 1",72000,"Female Head",3,1,2,8,"Single detached",1,1,"Mortgage","1970-1979",1700,210,"No","Gas",800,"English","Below"
"Sub 1",507000,"Married",4,4,6,10,"Single detached",3,1,"Mortgage","Before 1939",3400,180,"No","Gas",2600,"English","Above"
"Sub 1",119000,"Married",3,1,4,6,"Single detached",2,3,"Mortgage","1940-1949",1100,270,"No","Gas",1400,"Other European","Below"
"Sub 1",111500,"Married",3,1,3,5,"Single detached",2,3,"Mortgage","1960-1969",1800,140,"No","Gas",1800,"English","Below"
"Sub 1",8000,"Male Head",3,2,5,4,"Mobile home",1,1,"Rented","1970-1979",400,130,"Yes","Oil",0,"English","Below"
"Sub 1",39250,"Female Head",4,3,4,7,"Single detached",1,1,"Mortgage","1990-1999",1800,260,"No","Gas",1600,"English","Below"
"1-10",270300,"Married",4,0,2,10,"Single detached",3,2,"Mortgage","1980-1989",2000,450,"No","Gas",2500,"Other European","Above"
"1-10",168000,"Married",4,0,2,8,"Single detached",3,2,"Mortgage","1950-1959",2700,240,"No","Oil",1500,"English","Above"
"Sub 1",46000,"Married",2,3,5,5,"Single detached",3,1,"Mortgage","Before 1939",600,90,"No","Gas",700,"English","Below"
"1-10",131000,"Married",5,0,4,9,"Single detached",3,3,"Rented","1990-1999",1300,140,"No","Gas",0,"English","Below"
"Sub 1",27900,"Married",3,0,2,5,"Mobile home",2,2,"Mortgage","1970-1979",480,30,"No","Oil",250,"English","Below"
"Sub 1",184000,"Married",4,0,2,8,"Single detached",2,2,"Mortgage","1960-1969",1100,130,"No","Oil",1400,"English","Above"
"Sub 1",75000,"Married",2,0,2,5,"Single detached",2,2,"Mortgage","1950-1959",1100,100,"No","Gas",700,"English","Below"
"1-10",61900,"Married",4,0,3,6,"Single detached",2,1,"Mortgage","1980-1989",350,100,"No","Gas",700,"English","Below"
"Sub 1",118900,"Married",3,2,4,6,"Single detached",2,2,"Mortgage","1940-1949",2500,250,"No","Oil",1200,"English","Below"
"Sub 1",35800,"Married",2,0,2,4,"Single detached",2,0,"Mortgage","1960-1969",1500,150,"No","Oil",500,"Spanish","Below"
"Sub 1",36340,"Married",4,0,2,6,"Single attached",1,0,"Mortgage","Before 1939",2500,200,"No","Electricity",1200,"English","Below"
"1-10",173600,"Married",4,4,8,6,"Single attached",2,2,"Mortgage","1960-1969",1600,450,"Yes","Gas",1800,"Other","Above"
"1-10",136000,"Married",3,1,6,5,"Single detached",2,2,"Mortgage","1960-1969",740,200,"No","Oil",450,"Asian Pacific","Below"
"Sub 1",38000,"Married",3,0,2,7,"Single detached",2,1,"Mortgage","1940-1949",490,120,"No","Gas",600,"Spanish","Below"
"10+",90000,"Married",3,0,2,7,"Single detached",2,2,"Mortgage","Before 1939",540,100,"No","Gas",1400,"English","Below"
"Sub 1",57200,"Married",3,0,2,4,"Single detached",3,2,"Mortgage","1990-1999",930,100,"No","Gas",0,"English","Below"
"1-10",142020,"Married",4,0,3,8,"Single detached",5,3,"Mortgage","1980-1989",1600,170,"No","Oil",0,"English","Below"
"Sub 1",134000,"Married",3,1,3,7,"Single detached",2,2,"Mortgage","2000-2004",3200,260,"No","Gas",900,"Other European","Below"
"Sub 1",29100,"Married",4,8,10,7,"Single detached",2,1,"Rented","Before 1939",150,280,"Yes","Gas",0,"English","Below"
"Sub 1",77200,"Female Head",3,3,11,6,"Single detached",1,2,"Mortgage","Before 1939",3200,220,"No","Gas",1500,"English","Below"
"Sub 1",130000,"Married",2,1,3,7,"Single detached",2,2,"Mortgage","1940-1949",1600,150,"No","Oil",1000,"English","Below"
"Sub 1",46040,"Married",3,4,6,5,"Mobile home",2,2,"Rented","1990-1999",500,170,"No","Gas",0,"English","Below"
"Sub 1",15700,"Female Head",3,2,4,7,"Single detached",1,2,"Rented","1950-1959",800,150,"Yes","Gas",0,"English","Below"
"1-10",37800,"Married",3,0,2,7,"Single detached",2,1,"Mortgage","1970-1979",500,220,"No","Gas",360,"English","Below"
"Sub 1",70000,"Married",3,0,2,6,"Mobile home",2,1,"Mortgage","2000-2004",460,70,"No","Gas",300,"English","Below"
"Sub 1",65030,"Married",3,2,4,5,"Single attached",1,2,"Rented","2000-2004",1600,1,"No","Gas",0,"English","Below"
"Sub 1",285000,"Married",8,0,2,7,"Single detached",2,2,"Mortgage","Before 1939",3300,160,"No","Oil",4000,"English","Above"
"Sub 1",93000,"Married",2,0,2,5,"Single detached",0,2,"Mortgage","1960-1969",1000,150,"No","Gas",600,"English","Below"
"1-10",252000,"Married",4,2,4,21,"Single detached",2,1,"Mortgage","1950-1959",3900,120,"No","Gas",6600,"English","Above"
"Sub 1",119400,"Married",3,0,2,9,"Single detached",2,2,"Mortgage","Before 1939",150,140,"No","Gas",450,"English","Below"
"Sub 1",134500,"Married",3,0,2,7,"Single detached",1,1,"Mortgage","Before 1939",130,120,"No","Gas",3000,"English","Below"
"Sub 1",270000,"Married",4,0,4,8,"Single detached",3,2,"Mortgage","1970-1979",3400,420,"No","Oil",2100,"English","Above"
"Sub 1",33950,"Married",3,0,4,6,"Single detached",4,2,"Mortgage","1970-1979",230,80,"No","Gas",400,"Other European","Below"
"Sub 1",61800,"Male Head",4,0,4,8,"Single detached",1,3,"Rented","Before 1939",500,200,"No","Gas",0,"English","Below"
"Sub 1",60100,"Female Head",3,1,3,6,"Single detached",2,1,"Mortgage","1980-1989",900,120,"No","Gas",400,"English","Below"
"Sub 1",260180,"Married",3,0,2,7,"Single attached",2,2,"Mortgage","1990-1999",3100,90,"No","Gas",700,"English","Above"
"Sub 1",94600,"Married",3,0,2,8,"Single detached",3,2,"Mortgage","1970-1979",2100,250,"No","Oil",1300,"English","Below"
"Sub 1",44500,"Married",4,1,4,7,"Single detached",2,3,"Rented","1980-1989",650,100,"No","Oil",0,"English","Below"
"1-10",156000,"Married",4,1,3,7,"Single detached",2,2,"Mortgage","2000-2004",2500,170,"No","Oil",800,"English","Above"
"Sub 1",86300,"Female Head",3,0,6,7,"Single detached",2,3,"Mortgage","1950-1959",1400,140,"No","Gas",990,"Spanish","Below"
"1-10",70900,"Married",3,1,4,5,"Single detached",3,3,"Mortgage","2000-2004",930,70,"No","Wood",350,"English","Below"
"Sub 1",100000,"Married",8,2,7,9,"Single detached",2,3,"Rented","Before 1939",750,100,"No","Electricity",0,"English","Below"
"10+",64000,"Married",8,0,3,10,"Single detached",2,1,"Mortgage","1990-1999",1300,100,"No","Wood",880,"English","Below"
"Sub 1",118000,"Married",4,2,4,6,"Single detached",4,2,"Mortgage","1970-1979",2600,200,"No","Wood",1600,"English","Below"
"Sub 1",201000,"Married",3,1,3,6,"Single attached",1,2,"Rented","1940-1949",2600,150,"No","Gas",0,"Other European","Above"
"Sub 1",110000,"Married",5,2,5,9,"Single detached",3,1,"Mortgage","1960-1969",3100,150,"No","Gas",810,"English","Below"
"Sub 1",29400,"Married",2,0,2,6,"Single detached",1,1,"Mortgage","Before 1939",650,180,"Yes","Oil",510,"English","Below"
"Sub 1",20000,"Female Head",3,0,3,7,"Single detached",1,0,"Mortgage","Before 1939",1100,130,"No","Oil",1000,"English","Below"
"Sub 1",148000,"Married",4,0,2,11,"Single detached",2,2,"Mortgage","1980-1989",3000,120,"No","Gas",1200,"English","Below"
"Sub 1",178000,"Married",3,3,5,7,"Single detached",2,2,"Mortgage","1960-1969",1200,80,"No","Gas",600,"English","Above"
"Sub 1",55000,"Female Head",3,0,2,6,"Single detached",2,2,"Mortgage","1960-1969",1100,190,"No","Oil",2000,"English","Below"
"Sub 1",126650,"Married",4,0,3,6,"Single detached",3,3,"Mortgage","1980-1989",940,300,"No","Gas",800,"English","Below"
"Sub 1",169000,"Married",3,0,2,6,"Single attached",3,2,"Mortgage","Before 1939",1300,150,"No","Gas",200,"English","Above"
"Sub 1",58000,"Female Head",4,0,2,7,"Single detached",2,1,"Mortgage","Before 1939",1100,80,"No","Gas",1500,"English","Below"
"1-10",32000,"Female Head",3,0,2,5,"Single detached",2,2,"Rented","1990-1999",700,100,"No","Gas",0,"English","Below"
"Sub 1",135000,"Married",3,1,3,6,"Single attached",2,2,"Mortgage","1940-1949",3500,160,"No","Gas",1300,"English","Below"
"Sub 1",150000,"Married",2,0,2,4,"Single detached",2,1,"Mortgage","1960-1969",2200,60,"No","Gas",1000,"Spanish","Above"
"1-10",46600,"Married",3,3,5,5,"Mobile home",2,2,"Mortgage","1990-1999",190,150,"No","Oil",530,"English","Below"
"Sub 1",12200,"Female Head",5,5,7,8,"Single detached",0,1,"Rented","1950-1959",850,50,"Yes","Oil",0,"Spanish","Below"
"Sub 1",165000,"Married",4,1,3,7,"Single detached",3,2,"Mortgage","1970-1979",2600,290,"No","Oil",1500,"Spanish","Above"
"Sub 1",52000,"Female Head",4,2,3,10,"Single detached",2,2,"Mortgage","1970-1979",780,60,"No","Wood",500,"English","Below"
"Sub 1",99000,"Female Head",3,0,2,10,"Single detached",2,2,"Mortgage","Before 1939",800,60,"No","Gas",600,"English","Below"
"Sub 1",52800,"Married",2,0,2,5,"Single detached",1,2,"Rented","1950-1959",900,1,"No","None",0,"English","Below"
"1-10",79100,"Married",2,0,2,5,"Single detached",2,0,"Mortgage","2000-2004",1400,90,"No","Gas",660,"English","Below"
"Sub 1",142800,"Married",3,0,2,8,"Single detached",2,1,"Mortgage","Before 1939",500,100,"No","Gas",900,"English","Below"
"Sub 1",20300,"Married",3,0,3,7,"Single detached",2,2,"Mortgage","1990-1999",900,400,"No","Gas",2000,"Other European","Below"
"1-10",131400,"Married",3,2,4,8,"Single detached",3,2,"Mortgage","1990-1999",1700,170,"No","Gas",600,"English","Below"
"Sub 1",42900,"Married",3,0,2,5,"Single attached",2,1,"Mortgage","1970-1979",200,180,"No","Gas",1600,"English","Below"
"Sub 1",25200,"Male Head",3,0,2,7,"Single detached",2,2,"Mortgage","1990-1999",750,50,"No","Wood",470,"English","Below"
"Sub 1",8900,"Married",3,2,4,6,"Single attached",0,0,"Rented","Before 1939",1100,100,"No","Gas",0,"English","Below"
"Sub 1",100180,"Married",4,0,5,6,"Single detached",4,3,"Mortgage","1980-1989",2100,150,"No","Gas",1000,"Spanish","Below"
"Sub 1",128700,"Married",5,0,2,10,"Single detached",2,2,"Mortgage","1940-1949",470,60,"No","Gas",1000,"English","Below"
"1-10",65100,"Married",4,0,3,8,"Single detached",2,2,"Mortgage","1980-1989",350,80,"No","Wood",600,"English","Below"
"Sub 1",182400,"Married",4,0,3,8,"Single detached",3,0,"Mortgage","1970-1979",200,280,"No","Gas",2600,"English","Above"
"Sub 1",93000,"Married",3,2,4,7,"Single detached",2,2,"Mortgage","1990-1999",540,30,"No","Gas",720,"English","Below"
"Sub 1",48700,"Married",2,3,5,4,"Single detached",2,2,"Mortgage","1950-1959",1500,90,"No","Oil",1100,"English","Below"
"Sub 1",176000,"Married",3,1,4,7,"Single detached",2,3,"Mortgage","1950-1959",2100,180,"No","Gas",1200,"Spanish","Above"
"Sub 1",191100,"Married",3,0,4,7,"Single detached",4,3,"Mortgage","1950-1959",2600,100,"No","Oil",1200,"English","Above"
"Sub 1",134000,"Married",3,0,2,6,"Single detached",3,2,"Mortgage","Before 1939",1000,130,"No","Wood",500,"English","Below"
"Sub 1",140100,"Female Head",4,0,3,8,"Single detached",2,2,"Mortgage","1950-1959",3000,180,"No","Oil",3000,"English","Below"
"Sub 1",140750,"Married",3,0,2,7,"Single attached",1,1,"Mortgage","1950-1959",1500,70,"No","Gas",950,"Spanish","Below"
"Sub 1",102000,"Married",3,1,3,7,"Single detached",2,2,"Mortgage","1970-1979",1200,200,"No","Gas",450,"English","Below"
"10+",31960,"Married",4,3,5,6,"Single detached",3,2,"Mortgage","1980-1989",540,140,"No","Wood",400,"Other European","Below"
"1-10",38900,"Married",3,0,2,5,"Single detached",2,2,"Mortgage","1980-1989",600,60,"No","Oil",1200,"English","Below"
"Sub 1",60000,"Married",4,1,3,9,"Single detached",2,1,"Rented","2006",1800,1,"No","Gas",0,"English","Below"
"1-10",115060,"Married",4,1,3,8,"Single detached",4,2,"Mortgage","1970-1979",700,110,"No","Wood",450,"English","Below"
"Sub 1",84000,"Married",2,0,2,5,"Single detached",2,2,"Mortgage","1940-1949",420,140,"No","Gas",240,"English","Below"
"Sub 1",153804,"Married",4,0,4,7,"Single detached",4,3,"Mortgage","1980-1989",2200,380,"No","Gas",940,"English","Above"
"Sub 1",45200,"Married",3,0,2,5,"Single detached",2,2,"Mortgage","1950-1959",600,80,"No","Gas",520,"English","Below"
"1-10",120000,"Married",3,2,4,7,"Single detached",3,1,"Mortgage","1990-1999",2400,300,"No","Wood",500,"English","Below"
"10+",120500,"Married",4,2,5,21,"Single detached",4,2,"Mortgage","1960-1969",1100,150,"No","Gas",1200,"English","Below"
"Sub 1",153000,"Married",4,0,2,8,"Single detached",2,2,"Mortgage","1980-1989",3000,580,"No","Gas",700,"English","Above"
"Sub 1",121000,"Married",2,0,4,5,"Single detached",4,3,"Mortgage","1940-1949",610,130,"No","Gas",420,"English","Below"
"Sub 1",73000,"Female Head",4,0,2,6,"Single detached",1,1,"Mortgage","1940-1949",2400,300,"No","Gas",1500,"Spanish","Below"
"Sub 1",60000,"Female Head",2,0,2,6,"Single detached",2,1,"Mortgage","1940-1949",380,60,"No","Gas",400,"English","Below"
"Sub 1",140000,"Married",2,0,2,5,"Single detached",2,2,"Mortgage","1950-1959",2500,150,"No","Gas",4000,"English","Below"
"Sub 1",42000,"Married",2,0,2,5,"Single detached",1,0,"Mortgage","Before 1939",500,200,"No","Gas",2000,"English","Below"
"1-10",51000,"Married",2,0,2,6,"Mobile home",1,1,"Mortgage","1980-1989",500,200,"No","Oil",0,"English","Below"
"Sub 1",110430,"Married",4,0,5,6,"Single detached",3,3,"Mortgage","1950-1959",1100,110,"No","Gas",660,"English","Below"
"Sub 1",33200,"Married",2,0,2,5,"Single attached",2,0,"Outright","1980-1989",320,310,"No","Electricity",4900,"English","Below"
"Sub 1",30600,"Married",3,0,2,6,"Single attached",1,0,"Rented","1950-1959",2200,60,"No","Oil",0,"English","Below"
"Sub 1",56000,"Male Head",3,2,3,8,"Single detached",3,1,"Mortgage","1960-1969",1000,60,"No","Gas",200,"Other European","Below"
"Sub 1",46500,"Married",5,0,2,10,"Single detached",1,2,"Mortgage","Before 1939",910,80,"No","Gas",500,"English","Below"
"Sub 1",317400,"Married",4,0,6,10,"Single detached",4,3,"Mortgage","1970-1979",3500,230,"No","Oil",2500,"English","Above"
"Sub 1",47200,"Male Head",1,0,2,2,"Single detached",2,1,"Rented","1960-1969",2000,120,"No","Oil",0,"English","Below"
"Sub 1",95000,"Married",8,2,5,12,"Single attached",2,2,"Mortgage","1950-1959",3300,300,"No","Gas",4000,"English","Below"
"Sub 1",175000,"Married",3,1,3,7,"Single attached",1,2,"Mortgage","1940-1949",1600,110,"No","Gas",1700,"Other European","Above"
"Sub 1",9800,"Female Head",2,0,2,6,"Single attached",0,0,"Rented","1950-1959",1000,100,"Yes","Gas",0,"Other European","Below"
"Sub 1",108000,"Married",3,3,6,6,"Single detached",2,2,"Mortgage","1990-1999",1400,500,"No","Electricity",1000,"Other European","Below"
"1-10",79000,"Married",5,0,7,8,"Mobile home",4,3,"Mortgage","2000-2004",320,80,"No","Gas",500,"English","Below"
"Sub 1",263600,"Married",3,0,2,7,"Single attached",2,2,"Outright","1980-1989",480,200,"No","Gas",350,"English","Above"
"Sub 1",100000,"Married",5,2,4,13,"Single detached",2,1,"Mortgage","1950-1959",3200,390,"No","Gas",3000,"English","Below"
"Sub 1",106600,"Married",4,1,4,8,"Single detached",2,1,"Mortgage","1960-1969",700,460,"No","Gas",1500,"Spanish","Below"
"Sub 1",101500,"Married",4,0,3,8,"Single detached",1,3,"Mortgage","Before 1939",770,180,"No","Oil",600,"English","Below"
"Sub 1",86200,"Married",3,0,3,9,"Single detached",2,2,"Mortgage","1950-1959",1400,230,"No","Oil",1600,"English","Below"
"Sub 1",79400,"Married",3,0,3,11,"Single detached",3,2,"Mortgage","Before 1939",830,70,"No","Gas",650,"English","Below"
"Sub 1",113300,"Married",4,0,3,21,"Single detached",2,2,"Mortgage","Before 1939",730,130,"No","Gas",1200,"English","Below"
"Sub 1",103300,"Married",2,0,3,7,"Single detached",3,3,"Mortgage","Before 1939",760,70,"No","Oil",0,"English","Below"
"Sub 1",118000,"Married",3,0,3,5,"Single attached",2,2,"Mortgage","Before 1939",930,300,"No","Gas",700,"English","Below"
"Sub 1",235400,"Married",4,0,3,8,"Single detached",3,2,"Mortgage","1990-1999",2100,150,"No","Oil",1600,"English","Above"
"Sub 1",120000,"Married",3,3,5,6,"Single detached",2,1,"Mortgage","Before 1939",2500,200,"No","Gas",1200,"English","Below"
"Sub 1",78300,"Female Head",4,0,4,8,"Single detached",3,3,"Mortgage","1950-1959",400,310,"No","Gas",1500,"English","Below"
"1-10",400000,"Married",3,0,2,6,"Single detached",2,1,"Mortgage","2000-2004",1400,100,"No","Gas",480,"English","Above"
"Sub 1",15000,"Married",3,1,3,5,"Single attached",2,1,"Mortgage","2000-2004",3000,160,"No","Gas",1100,"Other European","Below"
"1-10",40000,"Female Head",2,1,2,5,"Single detached",1,1,"Mortgage","1980-1989",110,120,"No","Gas",0,"English","Below"
"Sub 1",85000,"Married",3,1,4,6,"Single detached",3,2,"Mortgage","1960-1969",2100,200,"No","Oil",800,"English","Below"
"Sub 1",507600,"Married",4,3,5,9,"Single detached",2,1,"Mortgage","Before 1939",3800,500,"No","Oil",1400,"English","Above"
"Sub 1",100000,"Married",3,2,4,8,"Single detached",2,2,"Mortgage","Before 1939",950,70,"No","Gas",0,"English","Below"
"Sub 1",159000,"Married",3,1,3,6,"Single attached",2,2,"Mortgage","1990-1999",2300,70,"No","Gas",1000,"Spanish","Above"
"Sub 1",97000,"Married",3,3,6,8,"Single detached",1,2,"Rented","1950-1959",1400,130,"No","Gas",0,"English","Below"
"1-10",60400,"Married",2,0,2,5,"Single detached",2,2,"Mortgage","1970-1979",720,80,"No","Wood",600,"English","Below"
"Sub 1",91000,"Married",2,0,3,6,"Single detached",3,3,"Mortgage","Before 1939",410,100,"No","Gas",460,"English","Below"
"Sub 1",8800,"Married",2,0,2,5,"Single attached",0,0,"Rented","1940-1949",900,20,"Yes","Gas",0,"Other European","Below"
"1-10",85000,"Married",3,0,2,7,"Mobile home",2,2,"Mortgage","1980-1989",240,130,"No","Gas",500,"English","Below"
"Sub 1",41800,"Female Head",3,0,3,9,"Single detached",2,0,"Rented","1960-1969",800,110,"No","Gas",0,"English","Below"
"Sub 1",85000,"Married",3,1,4,6,"Single attached",1,3,"Mortgage","1990-1999",1600,330,"No","Gas",1200,"English","Below"
"Sub 1",61850,"Married",4,1,5,12,"Single detached",4,3,"Mortgage","1950-1959",2500,490,"No","Gas",2000,"English","Below"
"Sub 1",94600,"Married",3,0,2,6,"Single attached",2,1,"Mortgage","1970-1979",1400,200,"No","Gas",4000,"English","Below"
"Sub 1",30000,"Female Head",3,0,3,6,"Single detached",1,0,"Mortgage","1940-1949",300,70,"Yes","Gas",400,"English","Below"
"1-10",59000,"Married",5,0,2,9,"Single detached",2,2,"Rented","1950-1959",900,1,"No","Gas",0,"English","Below"
"Sub 1",71700,"Female Head",5,1,3,9,"Single detached",2,1,"Mortgage","1950-1959",3800,210,"No","Oil",1500,"Other European","Below"
"Sub 1",60400,"Married",4,1,3,8,"Single attached",5,2,"Mortgage","Before 1939",2100,190,"No","Oil",2200,"English","Below"
"Sub 1",105000,"Married",4,0,2,7,"Single detached",3,2,"Mortgage","Before 1939",3000,150,"No","Gas",1200,"English","Below"
"10+",50000,"Male Head",3,1,3,5,"Single detached",3,1,"Mortgage","1990-1999",470,120,"No","Gas",250,"English","Below"
"Sub 1",118000,"Married",4,0,2,9,"Single detached",2,2,"Mortgage","1960-1969",2600,130,"No","Gas",1600,"English","Below"
"Sub 1",95600,"Married",3,1,3,7,"Single detached",2,1,"Rented","Before 1939",1200,170,"No","Oil",0,"English","Below"
"Sub 1",88550,"Married",3,1,3,6,"Single detached",2,2,"Mortgage","1950-1959",650,180,"No","Gas",450,"English","Below"
"Sub 1",69000,"Married",3,0,2,7,"Single detached",3,2,"Mortgage","1970-1979",1000,50,"No","Gas",600,"English","Below"
